transcript_id,model_id,model_folder,model_name,domain,game,experiment,instance,source_path
dair2b__ta_frozen_lake__FrozenLake-v0-random__instance_00001,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00001,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-random/instance_00001/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-random__instance_00001,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00001,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-random/instance_00001/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-random__instance_00001,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00001,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-random/instance_00001/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-random__instance_00002,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00002,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-random/instance_00002/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0-random__instance_00002,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00002,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-random/instance_00002/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-random__instance_00002,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00002,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-random/instance_00002/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-random__instance_00002,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00002,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-random/instance_00002/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-random__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00003,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-random/instance_00003/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0-random__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00003,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-random/instance_00003/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-random__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00003,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-random/instance_00003/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-random__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00003,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-random/instance_00003/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-random__instance_00004,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00004,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-random/instance_00004/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0-random__instance_00004,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00004,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-random/instance_00004/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-random__instance_00004,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00004,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-random/instance_00004/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-random__instance_00004,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00004,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-random/instance_00004/interactions.json
cityuol2b__ta_frozen_lake__FrozenLake-v0-random__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00008,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/ta_frozen_lake/FrozenLake-v0-random/instance_00008/interactions.json
dair2b__ta_frozen_lake__FrozenLake-v0-random__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00008,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/ta_frozen_lake/FrozenLake-v0-random/instance_00008/interactions.json
llp9b__ta_frozen_lake__FrozenLake-v0-random__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00008,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/ta_frozen_lake/FrozenLake-v0-random/instance_00008/interactions.json
qwen27b__ta_frozen_lake__FrozenLake-v0-random__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,ta_frozen_lake,FrozenLake-v0-random,instance_00008,games_final/clem_outofdomain/qwen3.5-27b/ta_frozen_lake/FrozenLake-v0-random/instance_00008/interactions.json
cityuol2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00005,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00005,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00005/interactions.json
dair2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00005,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00005,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00005/interactions.json
llp9b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00005,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00005,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00005/interactions.json
qwen27b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00005,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00005,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00005/interactions.json
cityuol2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00007,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00007/interactions.json
dair2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00007,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00007/interactions.json
llp9b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00007,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00007/interactions.json
qwen27b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00007,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00007/interactions.json
cityuol2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00010,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00010,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00010/interactions.json
dair2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00010,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00010,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00010/interactions.json
llp9b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00010,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00010,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00010/interactions.json
qwen27b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00010,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00010,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/high_frequency_words_clue_no_critic/instance_00010/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00001,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00001,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00001/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00001,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00001,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00001/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00001,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00001,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00001/interactions.json
qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00001,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00001,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00001/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00002,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00002,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00002/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00002,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00002,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00002/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00002,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00002,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00002/interactions.json
qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00002,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00002,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00002/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00004,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00004,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00004/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00004,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00004,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00004/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00004,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00004,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00004/interactions.json
qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00004,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00004,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00004/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00006,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00006,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00006/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00006,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00006,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00006/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00006,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00006,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00006/interactions.json
qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00006,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00006,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00006/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00007,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00007/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00007,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00007/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00007,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00007/interactions.json
qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00007,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00007/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00011,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00011,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00011/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00011,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00011,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00011/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00011,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00011,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00011/interactions.json
qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00011,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00011,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00011/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00012,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00012,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00012/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00012,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00012,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00012/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00012,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00012,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00012/interactions.json
qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00012,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00012,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00012/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00013,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00013,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00013/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00013,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00013,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00013/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00013,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00013,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00013/interactions.json
qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00013,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00013,games_final/clem_outofdomain/qwen3.5-27b/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00013/interactions.json
cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00015,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00015,games_final/clem_outofdomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00015/interactions.json
dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00015,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00015,games_final/clem_outofdomain/DAIR__qwen3.5-2b__sft-dpo-v2/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00015/interactions.json
llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00015,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_outofdomain,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00015,games_final/clem_outofdomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/wordle-crazy_withclue/medium_frequency_words_clue_no_critic/instance_00015/interactions.json
